prompt_id,model,label,SAME,iTME
25df6693-5a59-417b-8365-6b858c081082,qwen/qwen3-32b,0,0.1419785784331355,0.24034323048846135
25df6693-5a59-417b-8365-6b858c081082,meta-llama/llama-4-scout-17b-16e-instruct,0,0.1534527428480183,0.25874062941027814
61998114-3fe8-45ac-8d3f-a8b5a178c0fd,llama-3.1-8b-instant,0,0.14442957370373707,0.20052366647351394
61998114-3fe8-45ac-8d3f-a8b5a178c0fd,qwen/qwen3-32b,0,0.14481631242635581,0.23895306208568412
61998114-3fe8-45ac-8d3f-a8b5a178c0fd,meta-llama/llama-4-scout-17b-16e-instruct,0,0.13945056404637088,0.16198002610482037
1797391a-7057-4370-ac4c-a22d4f0d83bb,llama-3.1-8b-instant,0,0.1368364324167047,0.21130749852545352
1797391a-7057-4370-ac4c-a22d4f0d83bb,qwen/qwen3-32b,0,0.140172968646919,0.2161519435903003
1797391a-7057-4370-ac4c-a22d4f0d83bb,meta-llama/llama-4-scout-17b-16e-instruct,0,0.13742617663111176,0.1912064064689512
7b8afc0f-009f-4987-bf7a-dea8db3545a4,llama-3.1-8b-instant,0,0.1492042752660147,0.24203491518978898
7b8afc0f-009f-4987-bf7a-dea8db3545a4,qwen/qwen3-32b,0,0.1393429292131,0.2243104126147219
7b8afc0f-009f-4987-bf7a-dea8db3545a4,meta-llama/llama-4-scout-17b-16e-instruct,0,0.155050739213115,0.24272916318069604
32dbc501-9583-407a-9731-0a18e3c5a061,llama-3.1-8b-instant,0,0.16173595468019109,0.2767994167194244
32dbc501-9583-407a-9731-0a18e3c5a061,qwen/qwen3-32b,0,0.1473848899010318,0.2513530537538276
32dbc501-9583-407a-9731-0a18e3c5a061,meta-llama/llama-4-scout-17b-16e-instruct,0,0.1483478120037424,0.25624361505181875
11d350e0-e2ee-4c74-821c-8e43d80defb4,llama-3.1-8b-instant,0,0.15029375993420346,0.2649008939441838
11d350e0-e2ee-4c74-821c-8e43d80defb4,qwen/qwen3-32b,0,0.14276221528451127,0.22829373674007936
11d350e0-e2ee-4c74-821c-8e43d80defb4,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14824494205582237,0.25602322274773454
85352c6b-04e5-4525-9110-9aee2940b2c9,llama-3.1-8b-instant,0,0.14711536790766994,0.23074977638445401
85352c6b-04e5-4525-9110-9aee2940b2c9,qwen/qwen3-32b,0,0.146453942548451,0.2299337233367083
85352c6b-04e5-4525-9110-9aee2940b2c9,meta-llama/llama-4-scout-17b-16e-instruct,0,0.1436835727823317,0.2176567989055735
27e45990-f9c0-476e-9393-15a48b7ad7be,llama-3.1-8b-instant,0,0.14105110418267866,0.22130168363542685
27e45990-f9c0-476e-9393-15a48b7ad7be,qwen/qwen3-32b,0,0.14451009355634595,0.23828402078253458
27e45990-f9c0-476e-9393-15a48b7ad7be,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14058193742152547,0.20356305723416818
977e4ac2-bf2a-4a08-bcda-3e61a801d30f,llama-3.1-8b-instant,0,0.13505233337357875,0.19034339614193976
977e4ac2-bf2a-4a08-bcda-3e61a801d30f,qwen/qwen3-32b,0,0.14593811958742925,0.2626012964718154
977e4ac2-bf2a-4a08-bcda-3e61a801d30f,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14191841238966524,0.21047794564749558
973d4730-006b-4143-a524-6436969fab83,llama-3.1-8b-instant,0,0.15642420688688288,0.2686284373610395
973d4730-006b-4143-a524-6436969fab83,qwen/qwen3-32b,0,0.1404562140597647,0.2314056699277034
973d4730-006b-4143-a524-6436969fab83,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14828254420587614,0.23634642663826613
c5c82711-dc00-49e8-aa58-c34d4a320dcd,llama-3.1-8b-instant,0,0.1444619714103295,0.25093535504783576
c5c82711-dc00-49e8-aa58-c34d4a320dcd,qwen/qwen3-32b,0,0.14299035617078185,0.23034465622330597
c5c82711-dc00-49e8-aa58-c34d4a320dcd,meta-llama/llama-4-scout-17b-16e-instruct,0,0.1683920703513079,0.2560059633184813
49dcd02a-6cb5-401b-aa66-7315be9c987b,llama-3.1-8b-instant,0,0.18292212186080758,0.25653621284677613
49dcd02a-6cb5-401b-aa66-7315be9c987b,qwen/qwen3-32b,0,0.13664468816191563,0.18349355309502885
49dcd02a-6cb5-401b-aa66-7315be9c987b,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14893076786332746,0.18288759218434184
97d45a43-173a-4bcd-8161-398c9012e9e2,llama-3.1-8b-instant,0,0.14569737800141877,0.24365642683536498
97d45a43-173a-4bcd-8161-398c9012e9e2,qwen/qwen3-32b,0,0.13862125978524018,0.21902028059688827
97d45a43-173a-4bcd-8161-398c9012e9e2,meta-llama/llama-4-scout-17b-16e-instruct,0,0.13816267833524498,0.1938297126966569
64724487-5b53-4799-8300-7381b8bc0aa8,llama-3.1-8b-instant,0,0.15889189737438325,0.257071219258106
64724487-5b53-4799-8300-7381b8bc0aa8,qwen/qwen3-32b,0,0.14011067310269648,0.22955009676336435
64724487-5b53-4799-8300-7381b8bc0aa8,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14651555640366715,0.2111438667438342
ffa9d4b3-78ef-4f8d-98eb-08bc281d05f4,llama-3.1-8b-instant,0,0.14243760181861653,0.2264735357823973
ffa9d4b3-78ef-4f8d-98eb-08bc281d05f4,qwen/qwen3-32b,0,0.13564336766038593,0.20423953602417982
ffa9d4b3-78ef-4f8d-98eb-08bc281d05f4,meta-llama/llama-4-scout-17b-16e-instruct,0,0.15307367227451074,0.23360689284167097
b22a7dc4-ea4b-4296-9716-3e0df66223d1,llama-3.1-8b-instant,0,0.15121122498117712,0.266308724283298
b22a7dc4-ea4b-4296-9716-3e0df66223d1,qwen/qwen3-32b,0,0.13874243840184333,0.22175656799189736
b22a7dc4-ea4b-4296-9716-3e0df66223d1,meta-llama/llama-4-scout-17b-16e-instruct,0,0.26268005068438977,0.3767277257207609
e22d05dd-2d04-4165-b03e-9473a0b8c3d3,llama-3.1-8b-instant,0,0.13782402650771747,0.2172042846781152
e22d05dd-2d04-4165-b03e-9473a0b8c3d3,qwen/qwen3-32b,0,0.13580370140705963,0.1944702062535505
e22d05dd-2d04-4165-b03e-9473a0b8c3d3,meta-llama/llama-4-scout-17b-16e-instruct,0,0.1418571441508636,0.20959341111126462
b2e22ee3-e92a-4a36-ad1f-d92236c4573b,llama-3.1-8b-instant,0,0.1414837971777147,0.2066717620752485
b2e22ee3-e92a-4a36-ad1f-d92236c4573b,qwen/qwen3-32b,0,0.1406822974698171,0.23270371968384407
b2e22ee3-e92a-4a36-ad1f-d92236c4573b,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14553636962167493,0.2089413012865753
e8be9220-7d26-4e0a-9487-00da5ba80409,llama-3.1-8b-instant,0,0.14171189068851855,0.22382291681693972
e8be9220-7d26-4e0a-9487-00da5ba80409,qwen/qwen3-32b,0,0.1414097473702091,0.23782376182670767
e8be9220-7d26-4e0a-9487-00da5ba80409,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14060253846384718,0.1864009192158613
bf29b4a1-db6a-4a93-9214-20c145ef42c6,llama-3.1-8b-instant,0,0.15483325022564143,0.2661275469524161
bf29b4a1-db6a-4a93-9214-20c145ef42c6,qwen/qwen3-32b,0,0.16178067686705538,0.2652278233676437
bf29b4a1-db6a-4a93-9214-20c145ef42c6,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14645433792159282,0.24350265624265754
b67a07cf-67ad-4f3e-94ed-0aaf4a756dc1,llama-3.1-8b-instant,0,0.13324266867350487,0.19048093105140776
b67a07cf-67ad-4f3e-94ed-0aaf4a756dc1,qwen/qwen3-32b,0,0.14687293793195919,0.23149731700426196
b67a07cf-67ad-4f3e-94ed-0aaf4a756dc1,meta-llama/llama-4-scout-17b-16e-instruct,0,0.1444904168594722,0.22015225820892573
7bbf0a90-0b86-42f3-b894-29d7df3482ee,llama-3.1-8b-instant,0,0.13984827624757043,0.21311228605717886
7bbf0a90-0b86-42f3-b894-29d7df3482ee,qwen/qwen3-32b,0,0.14091232069879783,0.23334105227933963
7bbf0a90-0b86-42f3-b894-29d7df3482ee,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14178330907619408,0.23899816496101467
61b562c1-9735-4a56-8f44-e5c89e37d9d7,llama-3.1-8b-instant,0,0.1611378704188615,0.2861030903126286
61b562c1-9735-4a56-8f44-e5c89e37d9d7,qwen/qwen3-32b,0,0.14331176205579751,0.2321338085781866
61b562c1-9735-4a56-8f44-e5c89e37d9d7,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14201347859677999,0.2254343722559421
c368a8e5-ac76-4620-a60b-a147f9fb40b3,llama-3.1-8b-instant,0,0.1459527935882378,0.22680504944196211
c368a8e5-ac76-4620-a60b-a147f9fb40b3,qwen/qwen3-32b,0,0.13904991341080358,0.21069089430672436
c368a8e5-ac76-4620-a60b-a147f9fb40b3,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14517511804029085,0.22437320126008878
2b1daa71-aa16-4c39-a373-e3f188a4fb14,llama-3.1-8b-instant,0,0.14947949494161705,0.2403870446891764
2b1daa71-aa16-4c39-a373-e3f188a4fb14,qwen/qwen3-32b,0,0.13785027584765489,0.2172647532523268
2b1daa71-aa16-4c39-a373-e3f188a4fb14,meta-llama/llama-4-scout-17b-16e-instruct,0,0.13987018523258446,0.2013442029697597
c5abaafc-ae3b-4380-a7b0-b8dccd34a0f0,llama-3.1-8b-instant,0,0.1378499213341262,0.21560859565241816
c5abaafc-ae3b-4380-a7b0-b8dccd34a0f0,qwen/qwen3-32b,0,0.15215702321922805,0.2528184716988548
c5abaafc-ae3b-4380-a7b0-b8dccd34a0f0,meta-llama/llama-4-scout-17b-16e-instruct,0,0.1554286935692356,0.2427016596828903
1f65c612-dc73-4079-ba09-72b3133cb489,llama-3.1-8b-instant,0,0.13466783463573695,0.19921288104210752
1f65c612-dc73-4079-ba09-72b3133cb489,qwen/qwen3-32b,0,0.14349225783908542,0.21428523640001879
1f65c612-dc73-4079-ba09-72b3133cb489,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14338772408626077,0.21664010112950255
0dd553d9-d2b7-4dd3-8738-7dfcdb6748bf,llama-3.1-8b-instant,0,0.14424605742471328,0.21823481123361538
0dd553d9-d2b7-4dd3-8738-7dfcdb6748bf,qwen/qwen3-32b,0,0.14556813820131487,0.2425206273397659
0dd553d9-d2b7-4dd3-8738-7dfcdb6748bf,meta-llama/llama-4-scout-17b-16e-instruct,0,0.14639820925553523,0.23008962403144503
74f3da39-cf7b-4804-bd3c-fb17faa90d3a,llama-3.1-8b-instant,-1,0.15971725024081976,0.20653612846419764
74f3da39-cf7b-4804-bd3c-fb17faa90d3a,qwen/qwen3-32b,-1,0.13952592991803364,0.19975975016539044
74f3da39-cf7b-4804-bd3c-fb17faa90d3a,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.1420197904527452,0.18132454232167247
28fd8218-3b72-453f-8752-89523fb5d67e,llama-3.1-8b-instant,-1,0.1683516775420832,0.25211175431132893
28fd8218-3b72-453f-8752-89523fb5d67e,qwen/qwen3-32b,-1,0.15025762035218485,0.2658873609047249
28fd8218-3b72-453f-8752-89523fb5d67e,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.14179731750142233,0.19370831463985766
4509ada1-55b5-43c5-b5cc-28d1977f63d0,llama-3.1-8b-instant,-1,0.23033943143879454,0.34696227597676327
4509ada1-55b5-43c5-b5cc-28d1977f63d0,qwen/qwen3-32b,-1,0.14174319968282206,0.20788950004334583
4509ada1-55b5-43c5-b5cc-28d1977f63d0,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.15212108266500432,0.2313473991902365
bb9276c1-fee2-4d4a-bc49-8924bb986e26,llama-3.1-8b-instant,-1,0.1766470134657125,0.27811652160705846
bb9276c1-fee2-4d4a-bc49-8924bb986e26,qwen/qwen3-32b,-1,0.1464424831951997,0.2464604421717773
bb9276c1-fee2-4d4a-bc49-8924bb986e26,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.2638728794810761,0.2504367530807071
dfa2024f-6a2e-43c8-8ad9-53bcea408e23,llama-3.1-8b-instant,-1,0.1489599619287478,0.18555375243972524
dfa2024f-6a2e-43c8-8ad9-53bcea408e23,qwen/qwen3-32b,-1,0.14247789400139496,0.2281734437389485
dfa2024f-6a2e-43c8-8ad9-53bcea408e23,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.16609611084479384,0.27845596025975133
6dd201c0-7ac5-4b58-9a0e-cccc89d7acd7,llama-3.1-8b-instant,-1,0.16531552065381233,0.2761584525885647
6dd201c0-7ac5-4b58-9a0e-cccc89d7acd7,qwen/qwen3-32b,-1,0.15709523534960548,0.29721002397982105
6dd201c0-7ac5-4b58-9a0e-cccc89d7acd7,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.14714791452583112,0.2511166102779782
8d902e6a-b71d-4aba-af63-8cdaf753dacc,llama-3.1-8b-instant,-1,0.1584311135335288,0.20378975661417784
8d902e6a-b71d-4aba-af63-8cdaf753dacc,qwen/qwen3-32b,-1,0.13531237479449051,0.20275007338411596
8d902e6a-b71d-4aba-af63-8cdaf753dacc,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.1553612416196625,0.21998747980593797
5f29cdd3-c606-42a4-a110-c644f1f7eb5a,llama-3.1-8b-instant,-1,0.16480397238776626,0.2712324345164715
5f29cdd3-c606-42a4-a110-c644f1f7eb5a,qwen/qwen3-32b,-1,0.143607933762656,0.2502734263483257
5f29cdd3-c606-42a4-a110-c644f1f7eb5a,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.1554530806761148,0.22097652028515583
0e94afc7-6aee-43cd-bb2f-3c7825b59577,llama-3.1-8b-instant,-1,0.18141082759558752,0.28462757609226563
0e94afc7-6aee-43cd-bb2f-3c7825b59577,qwen/qwen3-32b,-1,0.14181994678888113,0.22451940225195596
0e94afc7-6aee-43cd-bb2f-3c7825b59577,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.1495842417722314,0.22194611066688308
ba457861-b3c7-4cf5-8f79-53de5ca49c80,llama-3.1-8b-instant,-1,0.1401929671795746,0.18760892129608361
ba457861-b3c7-4cf5-8f79-53de5ca49c80,qwen/qwen3-32b,-1,0.13923644682777264,0.22496718131092527
ba457861-b3c7-4cf5-8f79-53de5ca49c80,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.23613332425875588,0.2893718144878231
2b1c6853-c8bc-4667-93fe-8b064ac047a9,llama-3.1-8b-instant,-1,0.1501298415890551,0.26366875220946856
2b1c6853-c8bc-4667-93fe-8b064ac047a9,qwen/qwen3-32b,-1,0.14411564872774452,0.23611987704553372
2b1c6853-c8bc-4667-93fe-8b064ac047a9,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.14898406395807162,0.2017243681249184
823ec02d-262c-40b8-a6c2-d901a1a19bcc,llama-3.1-8b-instant,-1,0.15495872137904063,0.24169805123067012
823ec02d-262c-40b8-a6c2-d901a1a19bcc,qwen/qwen3-32b,-1,0.14373891684941623,0.2502674601939745
823ec02d-262c-40b8-a6c2-d901a1a19bcc,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.15653022495188254,0.24531987146387882
f36ebada-ecf6-45d4-b6c7-3e969f876a4d,llama-3.1-8b-instant,-1,0.16215484342640504,0.2650980499452183
f36ebada-ecf6-45d4-b6c7-3e969f876a4d,qwen/qwen3-32b,-1,0.15365385039521115,0.28225577405578556
f36ebada-ecf6-45d4-b6c7-3e969f876a4d,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.16490258312041373,0.3060752794982622
7abd074d-c8d2-4eb9-aa93-7a26b5e8adfc,llama-3.1-8b-instant,-1,0.15785218065172277,0.22655570579824308
7abd074d-c8d2-4eb9-aa93-7a26b5e8adfc,qwen/qwen3-32b,-1,0.15548758771275903,0.2662614863532979
7abd074d-c8d2-4eb9-aa93-7a26b5e8adfc,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.1548150832666401,0.2640591594194815
35890d4b-c3bf-4fae-8d18-66f2267d7a91,llama-3.1-8b-instant,-1,0.14965230944560023,0.24143338138925163
35890d4b-c3bf-4fae-8d18-66f2267d7a91,qwen/qwen3-32b,-1,0.15494835125129441,0.2635574641828185
35890d4b-c3bf-4fae-8d18-66f2267d7a91,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.16802343159443212,0.28579762528842867
abbe42b6-c5c3-4bb9-84cb-2973c92896b6,llama-3.1-8b-instant,-1,0.16830932942776217,0.24985878234154985
abbe42b6-c5c3-4bb9-84cb-2973c92896b6,qwen/qwen3-32b,-1,0.1436665847544819,0.24893402186274824
abbe42b6-c5c3-4bb9-84cb-2973c92896b6,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.16391498529082513,0.15261989815616062
a44c1c72-a60d-4fbb-ac09-21576582d3a8,llama-3.1-8b-instant,-1,0.1863449583272985,0.24825335289197015
a44c1c72-a60d-4fbb-ac09-21576582d3a8,qwen/qwen3-32b,-1,0.14623030086947206,0.25242219264114013
a44c1c72-a60d-4fbb-ac09-21576582d3a8,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.1714941842316895,0.32765320220636845
05f8e889-cde0-4c33-ba90-f69ce35b431e,llama-3.1-8b-instant,-1,0.13001020921091502,0.14377140299705563
05f8e889-cde0-4c33-ba90-f69ce35b431e,qwen/qwen3-32b,-1,0.14208356301148772,0.21104532990060104
05f8e889-cde0-4c33-ba90-f69ce35b431e,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.14865422020460933,0.16487704356825084
bddf3983-2088-49d0-a15e-d9f8a262b63d,llama-3.1-8b-instant,-1,0.19389022222822688,0.2725806048919169
bddf3983-2088-49d0-a15e-d9f8a262b63d,qwen/qwen3-32b,-1,0.15216107906958448,0.2323093647335468
bddf3983-2088-49d0-a15e-d9f8a262b63d,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.31830530794068,0.2417209023334315
c3c86f43-04ae-429f-a6fc-31fc5ced355e,llama-3.1-8b-instant,-1,0.14167575946964478,0.2239845259866942
c3c86f43-04ae-429f-a6fc-31fc5ced355e,qwen/qwen3-32b,-1,0.14103071308839268,0.23410900652094166
c3c86f43-04ae-429f-a6fc-31fc5ced355e,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.13627705610595064,0.1644563759765171
fa20111f-6c8e-4a60-aa24-d94952e33f9c,llama-3.1-8b-instant,-1,0.21499025184421386,0.39383433134538687
fa20111f-6c8e-4a60-aa24-d94952e33f9c,qwen/qwen3-32b,-1,0.15733357364882677,0.2738900971458289
fa20111f-6c8e-4a60-aa24-d94952e33f9c,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.1630985575962943,0.31989382559252233
7d1f2160-6890-4696-a5a6-71fc821d6126,llama-3.1-8b-instant,-1,0.16909857037786408,0.28753419261918184
7d1f2160-6890-4696-a5a6-71fc821d6126,qwen/qwen3-32b,-1,0.15523670020348845,0.2879054655710295
7d1f2160-6890-4696-a5a6-71fc821d6126,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.22552576969709662,0.3287328055859152
0dbd736a-0c04-4f64-a19f-413f46243a65,llama-3.1-8b-instant,-1,0.18000182881226962,0.36039787157993514
0dbd736a-0c04-4f64-a19f-413f46243a65,qwen/qwen3-32b,-1,0.1592736183840381,0.303520483370712
0dbd736a-0c04-4f64-a19f-413f46243a65,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.17081887573782245,0.3141625083099991
f2739870-7529-4696-bece-4671f0b8508b,llama-3.1-8b-instant,-1,0.15216706608275454,0.17220220646713139
f2739870-7529-4696-bece-4671f0b8508b,qwen/qwen3-32b,-1,0.1427543260569551,0.24448819880370395
f2739870-7529-4696-bece-4671f0b8508b,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.16955718936020853,0.29136019805152613
82c7e7bc-65d9-4dce-8812-a88417ea1d02,llama-3.1-8b-instant,-1,0.13224120319721236,0.13767061081485527
82c7e7bc-65d9-4dce-8812-a88417ea1d02,qwen/qwen3-32b,-1,0.14160874940490134,0.23649756571801536
82c7e7bc-65d9-4dce-8812-a88417ea1d02,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.2205972007279128,0.2151879366804074
9ad661fc-c1dc-4036-83de-83f506baf24a,llama-3.1-8b-instant,-1,0.15988508585117045,0.2584501323062963
9ad661fc-c1dc-4036-83de-83f506baf24a,qwen/qwen3-32b,-1,0.14256990840221437,0.22559659938817087
9ad661fc-c1dc-4036-83de-83f506baf24a,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.11920292202212207,0.11920292202212207
be5dd646-3bda-4e5c-a2c2-867457799630,llama-3.1-8b-instant,-1,0.1535654967857501,0.2122739947391229
be5dd646-3bda-4e5c-a2c2-867457799630,qwen/qwen3-32b,-1,0.1387518254201297,0.20804800343628416
be5dd646-3bda-4e5c-a2c2-867457799630,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.16222558540415244,0.23766221485830488
c4e6cadc-5fbd-4357-ac79-40f772b08ace,llama-3.1-8b-instant,-1,0.24540915750829784,0.36334458230075034
c4e6cadc-5fbd-4357-ac79-40f772b08ace,qwen/qwen3-32b,-1,0.1446499515827983,0.22003646726659543
c4e6cadc-5fbd-4357-ac79-40f772b08ace,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.1192029220221335,0.1192029220221335
917e89fc-731a-4650-a716-62657739428f,llama-3.1-8b-instant,-1,0.15585776682679967,0.24639400583281906
917e89fc-731a-4650-a716-62657739428f,qwen/qwen3-32b,-1,0.14721415363378892,0.2327595325309497
917e89fc-731a-4650-a716-62657739428f,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.151518395366605,0.20860844013718877
f8310695-21c0-4109-ad20-9533cbdbbb08,llama-3.1-8b-instant,-1,0.15886431222314298,0.22974482829533174
f8310695-21c0-4109-ad20-9533cbdbbb08,qwen/qwen3-32b,-1,0.14019585126481168,0.21453984343984
f8310695-21c0-4109-ad20-9533cbdbbb08,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.4083611444022235,0.3416995749556481
f2b7e938-7044-4ba2-91f3-f14d1df3e8ca,llama-3.1-8b-instant,-1,0.16255274654766008,0.26880659396386836
f2b7e938-7044-4ba2-91f3-f14d1df3e8ca,qwen/qwen3-32b,-1,0.14701145298220658,0.24912623874346557
f2b7e938-7044-4ba2-91f3-f14d1df3e8ca,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.16383231199146786,0.27186662589373084
564a586a-e89a-4c3c-9cfb-57c35dbaedd6,llama-3.1-8b-instant,-1,0.17507139270217137,0.271579290643078
564a586a-e89a-4c3c-9cfb-57c35dbaedd6,qwen/qwen3-32b,-1,0.14657155776379333,0.2617480044729008
564a586a-e89a-4c3c-9cfb-57c35dbaedd6,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.11920292202212354,0.11920292202212354
a925d366-4625-4fdd-8727-32bb3e2f9fcb,llama-3.1-8b-instant,-1,0.16032132501966803,0.23279364551476447
a925d366-4625-4fdd-8727-32bb3e2f9fcb,qwen/qwen3-32b,-1,0.14900719333858278,0.28014031321640026
a925d366-4625-4fdd-8727-32bb3e2f9fcb,meta-llama/llama-4-scout-17b-16e-instruct,-1,0.1651174914820112,0.3301564567581838
21965fbd-c711-4b29-958a-cd97ba1f66e2,llama-3.1-8b-instant,1,0.14202025802643609,0.2262631002452342
21965fbd-c711-4b29-958a-cd97ba1f66e2,qwen/qwen3-32b,1,0.14147574399021762,0.23597954609357727
21965fbd-c711-4b29-958a-cd97ba1f66e2,meta-llama/llama-4-scout-17b-16e-instruct,1,0.13776628131369167,0.15754043003473672
2e4172f5-2723-40a9-a710-4814ab71161c,llama-3.1-8b-instant,1,0.18837516888528852,0.2650133135882761
2e4172f5-2723-40a9-a710-4814ab71161c,qwen/qwen3-32b,1,0.14786089106378544,0.23414489974142047
2e4172f5-2723-40a9-a710-4814ab71161c,meta-llama/llama-4-scout-17b-16e-instruct,1,0.1567864953941122,0.24915639661634978
a17f219a-78c5-4e87-836e-1371bad3a6f6,llama-3.1-8b-instant,1,0.14548940041019595,0.22560291759419374
a17f219a-78c5-4e87-836e-1371bad3a6f6,qwen/qwen3-32b,1,0.14406416488251075,0.2357041314787021
a17f219a-78c5-4e87-836e-1371bad3a6f6,meta-llama/llama-4-scout-17b-16e-instruct,1,0.13703777843475898,0.17750537947447267
8bed8eaf-6819-4919-b159-4ff9469bb341,llama-3.1-8b-instant,1,0.1431168618087082,0.21390471820788445
8bed8eaf-6819-4919-b159-4ff9469bb341,qwen/qwen3-32b,1,0.14217749528020415,0.2411880744720092
8bed8eaf-6819-4919-b159-4ff9469bb341,meta-llama/llama-4-scout-17b-16e-instruct,1,0.14611423028916073,0.24618534818514545
cc51be90-6331-4f96-a90c-cdcc2ff6a9e7,llama-3.1-8b-instant,1,0.14592929954708078,0.22716744673870437
cc51be90-6331-4f96-a90c-cdcc2ff6a9e7,qwen/qwen3-32b,1,0.1441820529060249,0.25286625823623876
cc51be90-6331-4f96-a90c-cdcc2ff6a9e7,meta-llama/llama-4-scout-17b-16e-instruct,1,0.1636662933740288,0.2722342480764272
18a75a91-1419-4af1-a0f9-51a7218c5bb6,llama-3.1-8b-instant,1,0.13879273495974506,0.2096841411223726
18a75a91-1419-4af1-a0f9-51a7218c5bb6,qwen/qwen3-32b,1,0.1475206547513431,0.2518683079224013
18a75a91-1419-4af1-a0f9-51a7218c5bb6,meta-llama/llama-4-scout-17b-16e-instruct,1,0.12984413020542607,0.15896030623361346
7bbec518-7e06-4cae-928e-31cba2390515,llama-3.1-8b-instant,1,0.14525631624711843,0.21853561032898747
